"","X","ticker","date","name","est","sector","industry","industry_group","marcap","invested_capital","total_equity","total_debt","pretax_income","dividends","roic"
"1",1,"1AG","2015-09-30",NA,NA,"Industrials","Pollution & Treatment Controls",NA,4880,14.16,12.19,2.01,0.09,0,0.00635593220338983
"2",1,"1AL","2015-06-30",NA,NA,NA,NA,NA,121260,21.97,21.97,NA,0,0,0
"3",1,"1ST","2016-06-30",NA,NA,"Technology","Health Information Services",NA,4950,12.14,12.14,NA,-5.02,0,-0.413509060955519
"4",1,"3DP","2016-06-30",NA,NA,NA,NA,NA,2620,4.32,4.28,0.05,-2.76,0,-0.638888888888889
"5",1,"3PL","2016-06-30",NA,NA,"Consumer Defensive","Education & Training Services",NA,155100,54.99,43.55,11.51,3.63,-2.4,0.022367703218767
"6",1,"4DS","2016-06-30",NA,NA,NA,NA,NA,11200,1.29,1.29,NA,-11.74,0,-9.10077519379845
"7",1,"8CO","2016-06-30",NA,NA,"Technology","Software - Application",NA,7970,7.16,5.92,1.24,-1.35,0,-0.18854748603352
"8",1,"8IH","2016-03-31",NA,NA,NA,NA,NA,535670,49.71,51.87,0.26,17.96,-5.18,0.257091128545564
"9",1,"AAI","2015-12-31",NA,NA,"Basic Materials","Aluminum",NA,15863400,21091,14131,9103,-322,-223,-0.0258404058603196
"10",1,"AAJ","2015-06-30",NA,NA,NA,NA,NA,1680,1.01,1.01,NA,-1.82,0,-1.8019801980198
"11",1,"AAL","2015-06-30",NA,NA,"Basic Materials","Coal",NA,1250,1.66,1.66,NA,-0.22,0,-0.132530120481928
"12",1,"AAP","2016-06-30",NA,NA,"Consumer Defensive","Food Distribution",NA,4570,10.2,5.44,4.76,0.38,0,0.0372549019607843
"13",1,"AAU","2016-06-30",NA,NA,"Consumer Cyclical","Advertising Agencies",NA,4400,2.1,2.15,NA,-0.62,0,-0.295238095238095
"14",1,"AB1","2015-12-31",NA,NA,NA,NA,NA,21450,1.77,1.77,NA,-2.93,0,-1.65536723163842
"15",1,"ABA","2016-06-30",NA,NA,NA,NA,NA,193080,858.48,216.65,641.82,11.7,-9.85,0.00215497157767216
"16",1,"ABC","2015-12-31",NA,NA,"Basic Materials","Building Materials",NA,3483420,1533.5,1207.3,330.5,207.9,-139.5,0.0446038474078905
"17",1,"ABL","2015-06-30",NA,NA,NA,NA,NA,1220,4.79,4.79,NA,-6.63,0,-1.38413361169102
"18",1,"ABU","2016-06-30",NA,NA,"Basic Materials","Gold",NA,26110,21.62,21.62,NA,-21.62,0,-1
"19",1,"ABX","2015-12-31",NA,NA,"Basic Materials","Aluminum",NA,31020,16.96,16.96,NA,-1.04,0,-0.0613207547169811
"20",1,"ACG","2016-06-30",NA,NA,"Healthcare","Medical Devices",NA,18660,3.14,3.14,NA,-4.81,0,-1.53184713375796
"21",1,"ACK","2016-06-30",NA,NA,"Financial Services","Asset Management",NA,45400,8.55,8.55,NA,2.14,-2.06,0.00935672514619884
"22",1,"ACL","2016-06-30",NA,NA,NA,NA,NA,2920,2.74,2.74,NA,21.43,0,7.82116788321168
"23",1,"ACO","2015-06-30",NA,NA,NA,NA,NA,250980,66.71,66.71,0.82,17.28,0,0.259031629440863
"24",1,"ACP","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,6500,2.12,2.12,8812,-0.39,0,-0.183962264150943
"25",1,"ACQ","2016-06-30",NA,NA,NA,NA,NA,52520,51.47,51.47,NA,6.22,0,0.120847095395376
"26",1,"ACR","2016-06-30",NA,NA,NA,NA,NA,57450,43.89,43.89,NA,12.98,-9.99,0.0681248575985418
"27",1,"ACS","2016-06-30",NA,NA,NA,NA,NA,14480,6.45,3.34,3.11,-0.94,0,-0.145736434108527
"28",1,"ACW","2016-06-30",NA,NA,NA,NA,NA,34560,12.13,12.13,NA,-3.63,0,-0.299258037922506
"29",1,"ACX","2016-06-30",NA,NA,"Technology","Software - Infrastructure",NA,1167550,106.61,105.65,0.97,5.74,0,0.0538411030860144
"30",1,"ADA","2016-06-30",NA,NA,NA,NA,NA,240180,20.25,20.25,NA,9.22,-1.98,0.357530864197531
"31",1,"ADH","2016-06-30",NA,NA,"Consumer Cyclical","Home Furnishings & Fixtures",NA,419660,137.39,95.59,41.8,27.17,-8.29,0.137419026129995
"32",1,"ADJ","2016-06-30",NA,NA,"Technology","Internet Content & Information",NA,127460,31.62,31.62,NA,-8.14,0,-0.257432005060089
"33",1,"ADN","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,4700,9.51,9.51,NA,-3.94,0,-0.414300736067298
"34",1,"ADO","2016-06-30",NA,NA,NA,NA,NA,50270,38.21,13.91,26.35,-5.97,0,-0.156241821512693
"35",1,"ADR","2015-03-31",NA,NA,NA,NA,NA,61690,34.53,34.53,NA,0,0,0
"36",1,"ADX","2015-12-31",NA,NA,NA,NA,NA,3940,0.95,0.95,NA,-1.7,0,-1.78947368421053
"37",1,"ADY","2015-06-30",NA,NA,"Basic Materials","Copper",NA,9210,19.13,15.88,3.25,-4.45,0,-0.232618923157345
"38",1,"AEI","2016-06-30",NA,NA,"Industrials","Pollution & Treatment Controls",NA,62720,6.13,5.13,1.02,-2.42,0,-0.394779771615008
"39",1,"AER","2016-06-30",NA,NA,NA,NA,NA,4390,2.72,2.72,NA,-1.47,0,-0.540441176470588
"40",1,"AFA","2016-06-30",NA,NA,NA,NA,NA,150980,30.25,12.45,16.61,-15.25,0,-0.504132231404959
"41",1,"AFG","2016-06-30",NA,NA,NA,NA,NA,528440,2233,88.52,2144.43,22.67,-6.44,0.00726824899238692
"42",1,"AFT","2015-12-31",NA,NA,"Technology","Solar",NA,8510,1.61,0.57,0.91,-1.34,0,-0.832298136645963
"43",1,"AGE","2015-06-30",NA,NA,NA,NA,NA,4380,21.24,21.24,NA,-0.84,0,-0.0395480225988701
"44",1,"AGG","2015-12-31",NA,NA,"Basic Materials","Gold",NA,8827030,5167,2467,2737,-85,-5,-0.0174182310818657
"45",1,"AGI","2016-06-30",NA,NA,NA,NA,NA,735510,383.61,315.89,67.9,55.7,-20.9,0.0907171345898178
"46",1,"AGJ","2016-06-30",NA,NA,NA,NA,NA,4680,21.19,11.19,10,1.49,0,0.0703161868806041
"47",1,"AGL","2016-06-30",NA,NA,"Utilities","Utilities - Diversified",NA,11908670,11015,7926,3108,-408,-446,-0.0775306400363141
"48",1,"AGR","2015-06-30",NA,NA,NA,NA,NA,33010,36.52,36.52,0.07,6.78,0,0.18565169769989
"49",1,"AGS","2015-06-30",NA,NA,"Basic Materials","Gold",NA,15840,24.47,24.47,NA,-3.13,0,-0.127911728647323
"50",1,"AGY","2015-12-31",NA,NA,NA,NA,NA,8340,0.42,0.07,0.35,-0.32,0,-0.761904761904762
"51",1,"AHF","2016-06-30",NA,NA,"Consumer Defensive","Farm Products",NA,29610,19.73,27.45,13.28,-3.7,0,-0.187531677648251
"52",1,"AHL","2016-06-30",NA,NA,"Consumer Cyclical","Specialty Retail",NA,19380,4.1,4.1,0.07,-14.77,0,-3.60243902439024
"53",1,"AHN","2015-06-30",NA,NA,"Basic Materials","Copper",NA,3390,6.02,6.02,NA,-0.77,0,-0.127906976744186
"54",1,"AHR","2015-06-30",NA,NA,NA,NA,NA,1310,9.8,-0.21,10.01,-1.08,0,-0.110204081632653
"55",1,"AHX","2016-06-30",NA,NA,NA,NA,NA,99280,61.16,46.27,16.01,0.05,0,0.000817527795945062
"56",1,"AHY","2015-12-31",NA,NA,NA,NA,NA,956230,631.76,337.17,294.59,75.63,-56.73,0.0299164239584652
"57",1,"AIR","2016-06-30",NA,NA,NA,NA,NA,4980,11.78,5.94,5.85,-1.07,0,-0.0908319185059423
"58",1,"AIS","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,5590,81.6,33.12,94.73,22.26,0,0.272794117647059
"59",1,"AIV","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,15710,9.38,9.38,NA,-0.94,0,-0.100213219616205
"60",1,"AIY","2016-06-30",NA,NA,"Financial Services","Asset Management",NA,5580,1.83,1.83,NA,-0.25,0,-0.136612021857923
"61",1,"AJA","2016-06-30",NA,NA,"Real Estate","REIT - Diversified",NA,430630,503.34,503.34,NA,131.22,-20.62,0.219732188977629
"62",1,"AJC","2015-06-30",NA,NA,"Basic Materials","Coal",NA,5420,11.84,11.84,NA,-0.21,0,-0.0177364864864865
"63",1,"AJD","2016-06-30",NA,NA,NA,NA,NA,181700,25.99,163.88,24.84,31.66,-10.75,0.80454020777222
"64",1,"AJJ","2015-08-31",NA,NA,NA,NA,NA,24670,8.28,8.39,NA,0.59,0,0.071256038647343
"65",1,"AJL","2016-06-30",NA,NA,"Industrials","Engineering & Construction",NA,96260,192.39,86.79,105.73,-19.49,0,-0.101304641613389
"66",1,"AJM","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,121580,39.7,21.54,18.44,-31.5,0,-0.793450881612091
"67",1,"AJQ","2015-06-30",NA,NA,NA,NA,NA,22700,67.36,67.36,NA,-6.58,NA,NA
"68",1,"AJX","2016-06-30",NA,NA,"Basic Materials","Specialty Chemicals",NA,137390,11.27,11.27,NA,-15.44,0,-1.37000887311446
"69",1,"AJY","2016-03-31",NA,NA,NA,NA,NA,0,2.23,1.98,NA,-1.45,0,-0.650224215246637
"70",1,"AKF","2016-06-30",NA,NA,"Financial Services","Credit Services",NA,4160,4.51,4.51,NA,-1.09,0,-0.241685144124169
"71",1,"AKM","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,29540,43.36,36.83,6.53,-15.11,0,-0.348477859778598
"72",1,"AKP","2015-12-31",NA,NA,NA,NA,NA,615170,3.62,0.72,2.9,-1.84,0,-0.50828729281768
"73",1,"ALC","2016-06-30",NA,NA,"Technology","Health Information Services",NA,24240,6.58,6.57,5104,-2.54,0,-0.386018237082067
"74",1,"ALK","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,180940,190.31,190.31,NA,4.7,0,0.0246965477379013
"75",1,"ALL","2015-09-30",NA,NA,"Technology","Electronic Gaming & Multimedia",NA,10054090,2696.63,917.42,1779.63,186.43,-101.08,0.0316506157685704
"76",1,"ALT","2016-06-30",NA,NA,"Healthcare","Medical Devices",NA,9920,1.18,1.18,NA,-4,0,-3.38983050847458
"77",1,"ALU","2016-06-30",NA,NA,"Technology","Software - Application",NA,1187810,176.13,176.13,0.1,31,-23.74,0.0412195537387157
"78",1,"ALY","2015-06-30",NA,NA,NA,NA,NA,3570,14.28,14.28,NA,-4.78,0,-0.334733893557423
"79",1,"AMA","2016-06-30",NA,NA,NA,NA,NA,510150,146.58,146.78,0.91,7.22,-9.41,-0.0149406467458043
"80",1,"AMB","2015-12-31",NA,NA,NA,NA,NA,11170,13.29,13.2,NA,1.12,0,0.0842738901429646
"81",1,"AMI","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,56260,88.6,-23.85,113.35,10.94,0,0.123476297968397
"82",1,"AML","2016-06-30",NA,NA,NA,NA,NA,52640,56.09,32.54,23.56,-2.47,0,-0.0440363701194509
"83",1,"AMO","2016-06-30",NA,NA,NA,NA,NA,4130,14.37,10.84,3.53,0.24,0,0.0167014613778706
"84",1,"AMP","2015-12-31",NA,NA,NA,NA,NA,15552940,19199,8895,10680,972,-800,0.00895879993749675
"85",1,"ANG","2016-06-30",NA,NA,"Industrials","Industrial Distribution",NA,20950,189.27,137.02,52.25,-40.46,0,-0.213768690230887
"86",1,"ANN","2016-06-30",NA,NA,NA,NA,NA,3418610,2440.88,1530.7,931.32,214.25,-82.41,0.0540133066762807
"87",1,"ANO","2016-06-30",NA,NA,"Basic Materials","Chemicals",NA,11720,3.64,3.64,NA,-0.12,0,-0.032967032967033
"88",1,"ANP","2016-06-30",NA,NA,"Healthcare","Drug Manufacturers - Major",NA,6480,4.58,4.58,NA,-2.51,0,-0.548034934497816
"89",1,"ANQ","2016-06-30",NA,NA,"Industrials","Waste Management",NA,7960,3.44,-12.71,16.16,-7.32,0,-2.12790697674419
"90",1,"ANR","2016-06-30",NA,NA,"Healthcare","Biotechnology",NA,55880,13.48,13.48,NA,-0.72,0,-0.0534124629080119
"91",1,"ANW","2016-06-30",NA,NA,NA,NA,NA,14540,9.55,9.42,0.13,-1.29,0,-0.135078534031414
"92",1,"AOA","2015-06-30",NA,NA,NA,NA,NA,1800,3.43,3.43,NA,-0.62,0,-0.180758017492711
"93",1,"AOK","2015-12-31",NA,NA,"Energy","Oil & Gas E&P",NA,25710,60.42,57.3,27.64,-26.22,0,-0.433962264150943
"94",1,"APA","2016-06-30",NA,NA,NA,NA,NA,9688900,12706.43,4029.11,9724.2,179.62,-440.15,-0.0205037921745132
"95",1,"APD","2016-06-30",NA,NA,NA,NA,NA,177630,173.46,136.99,36.41,54.75,-9.01,0.263691917444944
"96",1,"APE","2015-12-31",NA,NA,NA,NA,NA,1904100,1308,703.01,614.28,86.22,-54.39,0.0243348623853211
"97",1,"APG","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,15970,35.86,35.67,0.19,1.26,0,0.0351366424986057
"98",1,"API","2015-08-31",NA,NA,NA,NA,NA,929860,599.81,505.4,98.87,43.13,-19.53,0.0393457928343976
"99",1,"APN","2015-12-31",NA,NA,NA,NA,NA,529660,897.76,461.53,471.41,-10.2,0,-0.0113616111210123
"100",1,"APO","2015-12-31",NA,NA,NA,NA,NA,914710,314.02,248.1,69.54,41.05,-9.16,0.101554041143876
"101",1,"APW","2016-06-30",NA,NA,NA,NA,NA,59290,92.19,92.19,NA,4.3,-2.24,0.0223451567415121
"102",1,"APX","2015-12-31",NA,NA,"Technology","Software - Application",NA,315220,28.67,28.66,8000,8.31,-1.16,0.249389605859784
"103",1,"APY","2014-12-31",NA,NA,"Energy","Oil & Gas E&P",NA,10430,39.66,39.66,NA,-15.01,NA,NA
"104",1,"AQD","2015-06-30",NA,NA,NA,NA,NA,3410,17.92,17.92,NA,-0.81,0,-0.0452008928571429
"105",1,"AQG","2015-12-31",NA,NA,"Basic Materials","Gold",NA,1062100,636.79,764.25,NA,46.63,0,0.0732266524285871
"106",1,"AQI","2015-06-30",NA,NA,NA,NA,NA,31780,4.43,4.43,0,-5.41,0,-1.22121896162528
"107",1,"AQJ","2015-06-30",NA,NA,NA,NA,NA,500,0.82,-2.7,3.81,-13.16,0,-16.0487804878049
"108",1,"AQS","2015-12-31",NA,NA,NA,NA,NA,10680,19.31,1.3,18.01,-6.02,0,-0.311755567063698
"109",1,"AQX","2015-06-30",NA,NA,NA,NA,NA,730,0.05,0.05,NA,-1.35,0,-27
"110",1,"AQZ","2016-06-30",NA,NA,"Industrials","Airlines",NA,93010,206.82,126.99,79.84,13.49,0,0.0652258002127454
"111",1,"AR1","2016-06-30",NA,NA,NA,NA,NA,2020,0.9,0.9,NA,3.21,0,3.56666666666667
"112",1,"ARA","2016-06-30",NA,NA,"Financial Services","Asset Management",NA,78960,90.64,92.52,3.99,11.04,-3.35,0.0848411297440424
"113",1,"ARB","2016-06-30",NA,NA,NA,NA,NA,1432870,249.61,249.61,NA,47.44,-24.14,0.0933456191658988
"114",1,"ARC","2016-06-30",NA,NA,"Financial Services","Asset Management",NA,4910,4.54,4.54,NA,0.26,0,0.0572687224669604
"115",1,"ARD","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,7180,0.63,0.63,NA,-2.12,0,-3.36507936507937
"116",1,"ARE","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,5380,4.84,4.84,NA,-6.75,0,-1.39462809917355
"117",1,"ARF","2016-06-30",NA,NA,"Real Estate","REIT - Diversified",NA,471840,495.08,357.49,137.59,72.62,-18.33,0.109659045002828
"118",1,"ARH","2014-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,2450,23.05,23.05,NA,-6.42,0,-0.278524945770065
"119",1,"ARI","2015-06-30",NA,NA,"Basic Materials","Steel",NA,58590,4483.5,2554.9,1945,-1918.2,-41,-0.436980037916806
"120",1,"ARK","2014-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,0,-0.1,-0.52,0.42,-9.54,0,95.4
"121",1,"ARM","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,7550,7.21,6.49,NA,-2.96,0,-0.410540915395284
"122",1,"ARO","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,1020,1.86,0.2,1.67,-0.79,0,-0.424731182795699
"123",1,"ARS","2016-06-30",NA,NA,NA,NA,NA,6980,4.33,4.28,0.05,-1.81,0,-0.418013856812933
"124",1,"ARU","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,32210,130.39,130.39,NA,-4.21,0,-0.0322877521282307
"125",1,"ARV","2016-06-30",NA,NA,"Basic Materials","Copper",NA,2520,1.24,1.24,NA,-6.48,0,-5.2258064516129
"126",1,"ARW","2015-06-30",NA,NA,"Energy","Oil & Gas Refining & Marketing",NA,6080,34.09,19.87,13.92,0.47,0,0.0137870343209152
"127",1,"ARX","2015-12-31",NA,NA,NA,NA,NA,1210,5.91,5.91,NA,-1.29,0,-0.218274111675127
"128",1,"ASB","2016-06-30",NA,NA,"Industrials","Aerospace & Defense",NA,537140,619.51,457.55,172.61,-84.28,-15.77,-0.16149860373521
"129",1,"ASH","2016-06-30",NA,NA,"Industrials","Staffing & Outsourcing Services",NA,27000,27.1,27.1,0.1,-69.63,-6.15,-2.79630996309963
"130",1,"ASP","2016-06-30",NA,NA,NA,NA,NA,9450,10.47,1.26,8,-5.86,0,-0.559694364851958
"131",1,"AST","2016-03-31",NA,NA,"Utilities","Utilities - Diversified",NA,5733950,10455.5,3557.8,6897.7,489.3,-194.9,0.0281574291042992
"132",1,"ASW","2016-06-30",NA,NA,NA,NA,NA,29460,7.04,7.04,NA,1.85,-1.58,0.0383522727272727
"133",1,"ASX","2016-06-30",NA,NA,NA,NA,NA,9351560,3824.1,3824.1,NA,426.2,-375.6,0.0132318715514762
"134",1,"ASY","2016-06-30",NA,NA,"Energy","Oil & Gas E&P",NA,1630,3.03,3.03,NA,-0.61,0,-0.201320132013201
"135",1,"ASZ","2016-06-30",NA,NA,NA,NA,NA,260590,126.81,110.81,21.03,12.02,0,0.0947874773282864
"136",1,"ATI","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,0,-10.59,-273.13,262.54,391.94,0,-37.0103871576959
"137",1,"ATM","2015-12-31",NA,NA,NA,NA,NA,14950580,2819.58,1816.77,1002.81,-142.91,0,-0.0506848537725477
"138",1,"ATP","2016-06-30",NA,NA,"Consumer Cyclical","Luxury Goods",NA,15390,30.04,25.82,4.22,0.97,0,0.0322902796271638
"139",1,"ATR","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,22040,113.43,112.43,1,-6.43,0,-0.0566869434893767
"140",1,"AUB","2016-06-30",NA,NA,NA,NA,NA,701020,381.33,351.24,88.65,42,-16.43,0.0670547819473946
"141",1,"AUG","2015-06-30",NA,NA,"Energy","Oil & Gas Drilling",NA,0,17.3,17.3,NA,-50.56,-2.04,-3.04046242774566
"142",1,"AUK","2015-06-30",NA,NA,NA,NA,NA,4110,9.27,9.5,NA,-0.74,0,-0.0798274002157497
"143",1,"AUZ","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,9970,12.47,12.47,0,-2.8,0,-0.224538893344026
"144",1,"AVB","2015-12-31",NA,NA,NA,NA,NA,110120,133.35,122.38,10.96,1.71,0,0.0128233970753656
"145",1,"AVD","2015-12-31",NA,NA,"Energy","Oil & Gas E&P",NA,1050,2.7,2.7,NA,-2.62,0,-0.97037037037037
"146",1,"AVH","2016-06-30",NA,NA,"Healthcare","Medical Devices",NA,45500,5.88,5.88,NA,-8.75,0,-1.48809523809524
"147",1,"AVJ","2016-06-30",NA,NA,NA,NA,NA,234930,539.43,363.91,175.52,40.91,-17.3,0.0437684222234581
"148",1,"AVL","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,12920,17.66,17.66,NA,-1.29,0,-0.0730464326160815
"149",1,"AVN","2016-06-30",NA,NA,"Real Estate","REIT - Retail",NA,673020,1255.5,796.4,459.1,51,-22.5,0.022700119474313
"150",1,"AVX","2016-06-30",NA,NA,"Healthcare","Biotechnology",NA,2690,1.49,1.49,NA,-6.78,0,-4.5503355704698
"151",1,"AVZ","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,5050,2.18,1.98,NA,-0.65,0,-0.298165137614679
"152",1,"AWC","2015-12-31",NA,NA,"Basic Materials","Aluminum",NA,3968180,2093.4,1982.9,110.5,88.3,-108.2,-0.00950606668577434
"153",1,"AWN","2016-06-30",NA,NA,NA,NA,NA,121770,96.63,99.41,0.08,-30.89,-2.37,-0.344199523957363
"154",1,"AWQ","2014-12-31",NA,NA,NA,NA,NA,47390,58.76,58.76,NA,0,0,0
"155",1,"AXE","2016-06-30",NA,NA,"Basic Materials","Copper",NA,5670,15.55,15.55,NA,-1.3,0,-0.0836012861736334
"156",1,"AXI","2016-06-30",NA,NA,"Real Estate","Real Estate - General",NA,20250,57.88,21.46,36.42,0.45,0,0.00777470628887353
"157",1,"AXP","2015-12-31",NA,NA,NA,NA,NA,100010,19.68,17.05,2.64,-11.16,0,-0.567073170731707
"158",1,"AXT","2016-06-30",NA,NA,"Basic Materials","Copper",NA,9580,16.68,16.68,NA,12.69,0,0.760791366906475
"159",1,"AYA","2015-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,16520,17.05,2.19,14.86,-6.53,0,-0.382991202346041
"160",1,"AYB","2016-06-30",NA,NA,"Consumer Defensive","Farm Products",NA,9150,0.38,0.12,0.26,-1.56,0,-4.10526315789474
"161",1,"AYC","2015-06-30",NA,NA,"Basic Materials","Gold",NA,23280,30.84,30.8,0.04,-1.94,0,-0.062905317769131
"162",1,"AYF","2014-06-30",NA,NA,"Financial Services","Asset Management",NA,13160,14.74,14.74,NA,1.44,-0.97,0.0318860244233379
"163",1,"AYG","2016-06-30",NA,NA,NA,NA,NA,2560,0.32,0.32,NA,-0.35,0,-1.09375
"164",1,"AYI","2016-06-30",NA,NA,NA,NA,NA,10790,1.74,1.41,0.33,-0.77,0,-0.442528735632184
"165",1,"AYM","2015-06-30",NA,NA,NA,NA,NA,2070,17.68,17.31,0.36,-3.98,0,-0.225113122171946
"166",1,"AYR","2015-06-30",NA,NA,NA,NA,NA,2810,2.26,2.26,NA,-2.82,0,-1.24778761061947
"167",1,"AYS","2016-06-30",NA,NA,NA,NA,NA,376900,32.31,32.31,NA,12.31,-5.35,0.215413184772516
"168",1,"AYZ","2016-06-30",NA,NA,NA,NA,NA,75590,75.68,75.68,NA,2.45,-2.59,-0.00184989429175475
"169",1,"AZJ","2016-06-30",NA,NA,"Industrials","Railroads",NA,9511810,9204,5714,3490,72,-529,-0.0496523250760539
"170",1,"AZM","2015-06-30",NA,NA,"Basic Materials","Gold",NA,27380,24.81,24.81,0.75,-23.9,0,-0.963321241434905
"171",1,"AZV","2016-06-30",NA,NA,"Healthcare","Medical Devices",NA,17070,14.2,12.17,2.03,-3.65,0,-0.257042253521127
"172",1,"AZZ","2014-12-31",NA,NA,NA,NA,NA,115480,53.15,2.46,50.69,-127.62,0,-2.40112888052681
"173",1,"BAF","2014-06-30",NA,NA,"Financial Services",NA,NA,74870,58.67,58.67,NA,-0.49,0,-0.00835179819328447
"174",1,"BAL","2016-06-30",NA,NA,"Consumer Defensive","Packaged Foods",NA,1248700,83.35,83.22,0.13,38.33,-6.68,0.379724055188962
"175",1,"BAR","2016-06-30",NA,NA,NA,NA,NA,19040,9.25,9.25,NA,0.06,0,0.00648648648648649
"176",1,"BAS","2016-06-30",NA,NA,"Energy","Oil & Gas E&P",NA,830,1.4,1.4,NA,-4.03,0,-2.87857142857143
"177",1,"BBG","2016-06-30",NA,NA,"Consumer Cyclical","Apparel Manufacturing",NA,242130,530.74,259.29,274.38,-23.74,0,-0.0447299996231676
"178",1,"BBL","2015-12-31",NA,NA,NA,NA,NA,33820,29.38,29.38,NA,2.56,-0.49,0.0704560925799864
"179",1,"BBN","2016-06-30",NA,NA,"Consumer Cyclical","Specialty Retail",NA,363480,92.72,92.72,NA,8.33,-16.12,-0.084016393442623
"180",1,"BBR","2015-06-30",NA,NA,NA,NA,NA,2930,2.5,2.5,4390,-2.53,0,-1.012
"181",1,"BCD","2014-06-30",NA,NA,"Basic Materials","Gold",NA,0,5.03,4.03,1.09,-3.6,0,-0.715705765407555
"182",1,"BCI","2016-06-30",NA,NA,"Basic Materials","Steel",NA,48070,78.7,76.68,2.02,-79.96,0,-1.01601016518424
"183",1,"BCN","2015-06-30",NA,NA,"Basic Materials","Gold",NA,7470,7.87,5.87,2,5.1,0,0.648030495552732
"184",1,"BDI","2015-06-30",NA,NA,NA,NA,NA,1550,0.23,0.23,5122,-0.75,0,-3.26086956521739
"185",1,"BEN","2016-06-30",NA,NA,"Financial Services","Banks - Regional - Australia",NA,4829730,9789.8,5116.5,4673.3,415.6,-237.8,0.0181617601993912
"186",1,"BFC","2016-06-30",NA,NA,NA,NA,NA,116010,116.58,117.49,NA,-1.4,0,-0.012008920912678
"187",1,"BFG","2015-12-31",NA,NA,"Financial Services","Asset Management",NA,187630,413.84,190.23,228.09,15.85,-8.95,0.0166731103808235
"188",1,"BGA","2016-06-30",NA,NA,NA,NA,NA,1002600,390.57,327.84,62.74,28.78,-13.73,0.0385334255063113
"189",1,"BGD","2016-06-30",NA,NA,"Basic Materials","Steel",NA,6770,6.61,6.11,0.5,-2.25,0,-0.340393343419062
"190",1,"BGG","2015-10-31",NA,NA,NA,NA,NA,19540,408.38,271.73,136.65,34.11,0,0.0835251481463343
"191",1,"BGH","2015-06-30",NA,NA,NA,NA,NA,3490,5.34,5.34,0.07,-0.61,0,-0.114232209737828
"192",1,"BGR","2015-06-30",NA,NA,NA,NA,NA,450,0.14,-1.38,1.53,-1.48,0,-10.5714285714286
"193",1,"BHP","2016-06-30",NA,NA,"Basic Materials","Industrial Metals & Minerals",NA,114805090,94836,70545,31170,1910,-6498,-0.0483782529840989
"194",1,"BID","2016-06-30",NA,NA,"Technology","Software - Application",NA,3430,0.28,0.28,NA,-2.27,0,-8.10714285714286
"195",1,"BIG","2016-06-30",NA,NA,NA,NA,NA,9300,1.95,1.95,7423,-7.8,0,-4
"196",1,"BIQ","2015-12-31",NA,NA,"Technology","Software - Application",NA,8300,23.98,23.98,NA,-5.27,0,-0.21976647206005
"197",1,"BIS","2016-06-30",NA,NA,"Industrials","Metal Fabrication",NA,18500,31.11,25.61,8.6,1.54,-1.97,-0.0138219222115076
"198",1,"BIT","2016-06-30",NA,NA,"Healthcare","Biotechnology",NA,16280,3.14,3.14,NA,-3,0,-0.955414012738854
"199",1,"BKL","2016-06-30",NA,NA,NA,NA,NA,2041350,233.71,180.59,55.45,100.01,-57.7,0.181036327072012
"200",1,"BKM","2016-06-30",NA,NA,"Industrials","Business Services",NA,1400,0.14,6658,0.1,-0.32,0,-2.28571428571429
"201",1,"BKN","2016-06-30",NA,NA,NA,NA,NA,412180,689.22,336.06,366.85,-195.94,0,-0.284292388497142
"202",1,"BKP","2015-06-30",NA,NA,"Energy","Oil & Gas E&P",NA,2230,12.07,12.07,NA,0.56,0,0.0463960231980116
"203",1,"BKW","2016-07-31",NA,NA,NA,NA,NA,2021970,2137.71,1838.49,299.22,78.19,-68.42,0.0045703112208859
"204",1,"BKY","2015-06-30",NA,NA,NA,NA,NA,158720,28.54,28.54,NA,-7.87,NA,NA
"205",1,"BLD","2016-06-30",NA,NA,"Basic Materials","Building Materials",NA,4866990,4873.8,3506.3,1371.6,256,-154.2,0.0208871927448808
